job_id,job_title_short,skill
22506,Data Analyst,excel
22506,Data Analyst,flow
22507,Business Analyst,sql
22507,Business Analyst,aws
22507,Business Analyst,redshift
22507,Business Analyst,sharepoint
22507,Business Analyst,excel
22507,Business Analyst,jira
22507,Business Analyst,confluence
22508,Data Engineer,sql
22508,Data Engineer,sql server
22508,Data Engineer,azure
22508,Data Engineer,snowflake
22508,Data Engineer,aws
22508,Data Engineer,ssis
22508,Data Engineer,word
22508,Data Engineer,jira
22508,Data Engineer,confluence
22509,Data Scientist,python
22509,Data Scientist,r
22509,Data Scientist,tableau
22510,Data Scientist,r
22510,Data Scientist,sql
22510,Data Scientist,python
22511,Data Analyst,sql
22511,Data Analyst,power bi
22511,Data Analyst,cognos
22512,Senior Data Analyst,sql
22512,Senior Data Analyst,python
22512,Senior Data Analyst,vba
22512,Senior Data Analyst,r
22512,Senior Data Analyst,sas
22512,Senior Data Analyst,sas
22512,Senior Data Analyst,c++
22512,Senior Data Analyst,java
22512,Senior Data Analyst,sql server
22512,Senior Data Analyst,oracle
22512,Senior Data Analyst,tableau
22512,Senior Data Analyst,excel
22512,Senior Data Analyst,ms access
22512,Senior Data Analyst,spss
22513,Data Scientist,python
22513,Data Scientist,r
22513,Data Scientist,c#
22513,Data Scientist,c++
22513,Data Scientist,hadoop
22513,Data Scientist,windows
22514,Software Engineer,python
22514,Software Engineer,javascript
22514,Software Engineer,html
22514,Software Engineer,c++
22514,Software Engineer,c#
22514,Software Engineer,sql
22515,Data Engineer,sql
22515,Data Engineer,python
22515,Data Engineer,tableau
22515,Data Engineer,flow
22516,Data Engineer,python
22516,Data Engineer,java
22516,Data Engineer,javascript
22517,Data Analyst,r
22517,Data Analyst,excel
22518,Data Scientist,flow
22518,Data Scientist,planner
22519,Data Analyst,sql
22519,Data Analyst,sas
22519,Data Analyst,sas
22519,Data Analyst,python
22519,Data Analyst,nosql
22519,Data Analyst,postgresql
22519,Data Analyst,cassandra
22519,Data Analyst,aws
22519,Data Analyst,pandas
22519,Data Analyst,numpy
22519,Data Analyst,hadoop
22519,Data Analyst,power bi
22519,Data Analyst,tableau
22520,Data Engineer,sql
22520,Data Engineer,azure
22520,Data Engineer,databricks
22520,Data Engineer,flow
22521,Data Scientist,r
22521,Data Scientist,sql
22521,Data Scientist,python
22521,Data Scientist,tableau
22522,Data Scientist,python
22522,Data Scientist,r
22522,Data Scientist,t-sql
22522,Data Scientist,azure
22522,Data Scientist,aws
22522,Data Scientist,tableau
22522,Data Scientist,power bi
22523,Senior Data Engineer,java
